prov,reg,POPOLAZIONE,L'ADIGE,ALTO ADIGE/TRENTINO,L'ARENA,AVVENIRE,IL CENTRO,CORRIERE ADRIATICO,CORRIERE DELLA SERA,CORRIERE DELLO SPORT - STADIO,CORRIERE DELL'UMBRIA VT RI SI AR,L'ECO DI BERGAMO,IL FATTO QUOTIDIANO,GAZZETTA DI MANTOVA,LA GAZZETTA DEL MEZZOGIORNO,GAZZETTA DI PARMA,GAZZETTA DI REGGIO,LA GAZZETTA DELLO SPORT,GAZZETTA DEL SUD,IL GAZZETTINO,IL GIORNALE,GIORNALE DI BRESCIA,GIORNALE DI SICILIA,IL GIORNALE DI VICENZA,LIBERTA',IL MATTINO,IL MATTINO DI PADOVA,IL MESSAGGERO,MESSAGGERO VENETO,LA NUOVA FERRARA,NUOVA GAZZETTA DI MODENA/CARPI,LA NUOVA SARDEGNA,LA NUOVA DI VENEZIA E MESTRE,NUOVO QUOTIDIANO DI PUGLIA,IL PICCOLO,LA PROVINCIA PAVESE,QN IL GIORNO,QN LA NAZIONE,QN IL RESTO DEL CARLINO,LA REPUBBLICA,IL SECOLO XIX,LA SICILIA,IL SOLE 24 ORE,LA STAMPA,IL TIRRENO,LA TRIBUNA DI TREVISO,TUTTOSPORT,L'UNIONE SARDA,QUOTIDIANI AUDIPRESS
LA SPEZIA,Liguria,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,0,2,0,0,0,0,70
IMPERIA,Liguria,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,35,0,0,0,0,72
SAVONA,Liguria,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,67,0,0,49,0,0,0,0,101
MILANO,Lombardia,2822,0,0,0,11,0,0,353,0,0,1,0,0,0,0,0,211,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,102,0,0,127,0,0,51,0,0,0,28,0,715
VARESE,Lombardia,777,0,0,0,8,0,0,64,0,0,0,0,0,0,0,0,53,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,0,0,12,0,0,0,6,0,149
COMO,Lombardia,523,0,0,0,9,0,0,30,0,0,0,0,0,0,0,0,43,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,5,0,0,0,6,0,100
SONDRIO,Lombardia,159,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,3,0,0,3,0,0,0,5,0,52
BERGAMO,Lombardia,959,0,0,0,10,0,0,63,0,0,350,0,1,0,0,0,139,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,21,0,0,21,0,0,0,14,0,437
BRESCIA,Lombardia,1092,0,0,0,17,0,0,90,0,0,0,0,4,0,0,0,179,0,0,11,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,39,0,0,32,0,0,0,19,0,533
PAVIA,Lombardia,483,0,0,0,1,0,0,23,0,0,1,0,0,0,0,0,37,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,9,0,0,11,0,0,9,0,0,0,1,0,167
CREMONA,Lombardia,315,0,0,0,2,0,0,27,0,0,0,0,1,0,0,0,37,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,8,0,0,0,1,0,81
MANTOVA,Lombardia,360,0,0,0,1,0,0,28,0,0,0,0,147,0,0,0,31,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,3,0,0,0,1,0,177
LECCO,Lombardia,296,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,1,0,0,0,2,0,41
LODI,Lombardia,200,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,2,0,0,0,1,0,40
MONZA E DELLA BRIANZA,Lombardia,757,0,0,0,5,0,0,77,0,0,1,0,0,0,0,0,64,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,12,0,0,22,0,0,0,10,0,187
TRENTO,Trentino,467,163,109,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
BOLZANO,Trentino,450,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
VENEZIA,Veneto,754,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,36,0,150,0,0,0,0,0,0,8,0,0,0,0,0,119,0,0,0,0,0,0,28,0,0,8,0,0,7,0,0,257
VERONA,Veneto,802,0,0,218,0,0,0,31,0,0,0,0,0,0,0,0,49,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,12,0,0,0,0,0,273
VICENZA,Veneto,751,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,29,0,6,0,0,0,178,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,0,1,0,0,228
BELLUNO,Veneto,183,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,71
ROVIGO,Veneto,212,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,17,0,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,58
TREVISO,Veneto,770,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,42,0,113,0,0,0,5,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,10,0,0,122,0,0,241
PADOVA,Veneto,820,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,56,0,104,0,0,0,4,0,0,190,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,16,0,0,1,0,0,296
TRIESTE,Friuli,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,99
GORIZIA,Friuli,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,56
PORDENONE,Friuli,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,74,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
UDINE,Friuli,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,18,0,0,0,0,0,0,0,0,160,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,199
BOLOGNA,Emilia-Romagna,889,0,0,0,0,0,0,31,32,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,158,79,0,0,0,4,0,0,0,0,264
PIACENZA,Emilia-Romagna,253,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,136
REGGIO EMILIA,Emilia-Romagna,460,0,0,0,0,0,0,23,3,0,0,0,0,0,4,104,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,28,0,0,0,2,0,0,0,0,196
MODENA,Emilia-Romagna,610,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,72,31,0,0,0,2,0,0,0,0,230
PARMA,Emilia-Romagna,394,0,0,0,0,0,0,26,1,0,0,0,0,0,166,0,29,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,202
FERRARA,Emilia-Romagna,311,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,76,6,0,0,0,0,0,0,0,0,125
RAVENNA,Emilia-Romagna,345,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,115,26,0,0,0,21,0,0,0,0,159
FORLI',Emilia-Romagna,345,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,20,0,0,0,31,0,0,0,0,179
RIMINI,Emilia-Romagna,295,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109,13,0,0,0,24,0,0,0,0,151
FIRENZE,Toscana,893,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,73,0,0,0,0,19,0,0,0,254
MASSA CARRARA,Toscana,175,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,5,0,0,0,0,36,0,0,0,60
LUCCA,Toscana,345,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,4,0,0,0,0,49,0,0,0,109
LIVORNO,Toscana,299,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,94,0,0,0,118
PISA,Toscana,370,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,9,0,0,0,0,86,0,0,0,142
GROSSETO,Toscana,199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,50,0,0,0,76
PISTOIA,Toscana,258,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,9,0,0,0,0,32,0,0,0,75
AREZZO,Toscana,304,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,17,0,0,0,0,0,0,0,0,128
SIENA,Toscana,237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,6,0,0,0,0,0,0,0,0,63
PRATO,Toscana,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,6,0,0,0,0,26,0,0,0,69
ANCONA,Marche,416,0,0,0,0,0,97,12,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,135
PESARO URBINO,Marche,316,0,0,0,0,0,43,15,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,168
MACERATA,Marche,278,0,0,0,0,0,51,10,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,113
ASCOLI PICENO,Marche,185,0,0,0,0,0,41,11,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,72
FERMO,Marche,154,0,0,0,0,0,45,8,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,76
PERUGIA,Umbria,578,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
TERNI,Umbria,202,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
ROMA,Lazio,3798,0,0,0,0,0,0,153,331,13,0,60,0,0,0,0,99,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,317,0,0,71,0,0,0,37,0,1084
VITERBO,Lazio,282,0,0,0,0,0,0,3,26,75,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,4,0,100
RIETI,Lazio,140,0,0,0,0,0,0,2,12,21,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,41
LATINA,Lazio,502,0,0,0,0,0,0,27,43,0,0,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,0,8,0,117
FROSINONE,Lazio,433,0,0,0,0,0,0,13,34,0,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,7,0,104
L'AQUILA,Abruzzo,267,0,0,0,0,64,0,0,17,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
TERAMO,Abruzzo,272,0,0,0,0,63,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
PESCARA,Abruzzo,280,0,0,0,0,48,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
CHIETI,Abruzzo,343,0,0,0,0,45,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
CAMPOBASSO,Molise,199,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
ISERNIA,Molise,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
NAPOLI,Campania,2656,0,0,0,0,0,0,95,132,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,19,0,512
CASERTA,Campania,793,0,0,0,0,0,0,24,68,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,162
BENEVENTO,Campania,247,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,56
AVELLINO,Campania,373,0,0,0,0,0,0,9,19,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,0,84
SALERNO,Campania,964,0,0,0,0,0,0,15,46,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,23,0,199
BARI,Puglia,1102,0,0,0,0,0,0,26,15,0,0,0,0,121,0,0,61,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,11,0,192
FOGGIA,Puglia,544,0,0,0,0,0,0,20,32,0,0,0,0,81,0,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,19,0,140
TARANTO,Puglia,509,0,0,0,0,0,0,13,24,0,0,0,0,55,0,0,53,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,83,0,0,0,0,0,16,0,0,0,0,0,0,12,0,151
BRINDISI,Puglia,349,0,0,0,0,0,0,12,11,0,0,0,0,44,0,0,43,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,92,0,0,0,0,0,10,0,0,0,0,0,0,10,0,134
LECCE,Puglia,706,0,0,0,0,0,0,10,11,0,0,0,0,29,0,0,37,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,125,0,0,0,0,0,16,0,0,0,0,0,0,8,0,178
BARLETTA-ANDRIA-TRANI,Puglia,339,0,0,0,0,0,0,16,32,0,0,0,0,65,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,20,0,108
POTENZA,Basilicata,328,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
MATERA,Basilicata,176,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
REGGIO CALABRIA,Sicilia,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
COSENZA,Sicilia,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
CATANZARO,Sicilia,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
CROTONE,Sicilia,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
VIBO VALENTIA,Sicilia,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
PALERMO,Sicilia,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,155
TRAPANI,Sicilia,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40
AGRIGENTO,Sicilia,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,50
CALTANISSETTA,Sicilia,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,0,0,0,0,0,58
ENNA,Sicilia,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,27,0,0,0,0,0,0,46
RAGUSA,Sicilia,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,44
SIRACUSA,Sicilia,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,0,0,0,61
MESSINA,Sicilia,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,94,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,133
CATANIA,Sicilia,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,143,0,0,0,0,0,0,175
CAGLIARI,Sardegna,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,119
SASSARI,Sardegna,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,136
NUORO,Sardegna,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,61
ORISTANO,Sardegna,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,44
OLBIA-TEMPIO,Sardegna,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,105
OGLIASTRA,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIO CAMPIDANO,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBONIA-IGLESIAS,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
