prov,reg,POPOLAZIONE,L'ADIGE,ALTO ADIGE/TRENTINO,L'ARENA,AVVENIRE,IL CENTRO,CORRIERE ADRIATICO,CORRIERE DELLA SERA,CORRIERE DELLO SPORT - STADIO,CORRIERE DELL'UMBRIA VT RI SI AR,L'ECO DI BERGAMO,IL FATTO QUOTIDIANO,GAZZETTA DI MANTOVA,GAZZETTA DI PARMA,GAZZETTA DI REGGIO,LA GAZZETTA DELLO SPORT,GAZZETTA DEL SUD,IL GAZZETTINO,IL GIORNALE,GIORNALE DI BRESCIA,GIORNALE DI SICILIA,IL GIORNALE DI VICENZA,LIBERO,LIBERTA',IL MATTINO,IL MATTINO DI PADOVA,IL MESSAGGERO,MESSAGGERO VENETO,LA NUOVA FERRARA,NUOVA GAZZETTA DI MODENA/CARPI,LA NUOVA SARDEGNA,LA NUOVA DI VENEZIA E MESTRE,NUOVO QUOTIDIANO DI PUGLIA,IL PICCOLO,LA PROVINCIA PAVESE,QN IL GIORNO,QN LA NAZIONE,QN IL RESTO DEL CARLINO,LA REPUBBLICA,IL SECOLO XIX,LA SICILIA,IL SOLE 24 ORE,LA STAMPA,IL TIRRENO,LA TRIBUNA DI TREVISO,TUTTOSPORT,L'UNIONE SARDA,QUOTIDIANI AUDIPRESS
LA SPEZIA,Liguria,196,0,0,0,0,0,0,17,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,0,1,0,0,0,0,57
IMPERIA,Liguria,192,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,21,0,0,0,0,47
SAVONA,Liguria,247,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,26,0,0,0,0,71
MILANO,Lombardia,2873,0,0,0,25,0,0,300,0,0,5,31,0,0,0,116,0,0,30,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,54,0,0,101,0,0,66,17,0,0,16,0,610
VARESE,Lombardia,782,0,0,0,2,0,0,63,0,0,0,14,0,0,0,46,0,0,15,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,16,0,0,16,5,0,0,5,0,143
COMO,Lombardia,530,0,0,0,3,0,0,23,0,0,0,2,0,0,0,23,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,5,2,0,0,13,0,77
SONDRIO,Lombardia,159,0,0,0,0,0,0,6,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,0,1,0,0,0,0,0,29
BERGAMO,Lombardia,970,0,0,0,6,0,0,49,0,0,244,6,0,0,0,66,0,0,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,30,0,0,18,4,0,0,4,0,340
BRESCIA,Lombardia,1104,0,0,0,7,0,0,46,0,0,3,8,6,0,0,91,0,0,7,219,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,18,14,0,0,10,0,327
PAVIA,Lombardia,485,0,0,0,2,0,0,37,0,0,0,2,0,0,0,23,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,81,6,0,0,13,0,0,9,10,0,0,6,0,138
CREMONA,Lombardia,316,0,0,0,3,0,0,18,0,0,0,1,1,0,0,17,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,7,0,0,0,5,0,53
MANTOVA,Lombardia,361,0,0,0,0,0,0,9,0,0,0,2,99,0,0,21,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,5,3,0,0,2,0,126
LECCO,Lombardia,296,0,0,0,5,0,0,20,0,0,0,1,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,4,1,0,0,3,0,42
LODI,Lombardia,201,0,0,0,1,0,0,18,0,0,0,1,0,0,0,11,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,3,0,0,0,0,0,42
MONZA E DELLA BRIANZA,Lombardia,766,0,0,0,5,0,0,68,0,0,1,9,0,0,0,42,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,16,0,0,16,5,0,0,3,0,167
TRENTO,Trentino,472,146,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
BOLZANO,Trentino,455,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
VENEZIA,Veneto,756,0,0,0,0,0,0,25,0,0,0,0,0,0,0,28,0,106,0,0,0,2,0,0,0,8,0,0,0,0,0,71,0,0,0,0,0,0,12,0,0,7,0,0,4,0,0,200
VERONA,Veneto,812,0,0,159,0,0,0,25,0,0,0,0,0,0,0,21,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,203
VICENZA,Veneto,755,0,0,2,0,0,0,24,0,0,0,0,0,0,0,20,0,3,0,0,0,145,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,4,0,0,200
BELLUNO,Veneto,181,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,66
ROVIGO,Veneto,210,0,0,1,0,0,0,5,0,0,0,0,0,0,0,23,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,69
TREVISO,Veneto,776,0,0,1,0,0,0,22,0,0,0,0,0,0,0,31,0,85,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,17,0,0,82,0,0,192
PADOVA,Veneto,827,0,0,2,0,0,0,32,0,0,0,0,0,0,0,30,0,59,0,0,0,7,0,0,0,141,0,0,0,0,0,6,0,0,0,0,0,0,15,0,0,15,0,0,5,0,0,244
TRIESTE,Friuli,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,79
GORIZIA,Friuli,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,34
PORDENONE,Friuli,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
UDINE,Friuli,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,141
BOLOGNA,Emilia-Romagna,898,0,0,0,0,0,0,32,0,0,0,18,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,137,74,0,0,25,0,0,0,0,0,260
PIACENZA,Emilia-Romagna,254,0,0,0,0,0,0,15,0,0,0,3,0,1,0,11,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,102
REGGIO EMILIA,Emilia-Romagna,462,0,0,0,0,0,0,20,0,0,0,10,0,2,66,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,39,14,0,0,12,0,0,0,0,0,147
MODENA,Emilia-Romagna,618,0,0,0,0,0,0,27,0,0,0,4,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0,0,0,0,0,0,0,51,17,0,0,14,0,0,0,0,0,178
PARMA,Emilia-Romagna,398,0,0,0,0,0,0,20,0,0,0,4,0,120,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,155
FERRARA,Emilia-Romagna,310,0,0,0,0,0,0,7,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,51,9,0,0,6,0,0,0,0,0,110
RAVENNA,Emilia-Romagna,345,0,0,0,0,0,0,4,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,3,0,0,0,0,0,61
FORLI',Emilia-Romagna,347,0,0,0,0,0,0,8,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,0,0,7,0,0,0,0,0,83
RIMINI,Emilia-Romagna,299,0,0,0,0,0,0,6,0,0,0,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,3,0,0,0,0,0,67
FIRENZE,Toscana,889,0,0,0,0,0,0,21,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,50,0,0,0,0,9,0,0,0,183
MASSA CARRARA,Toscana,174,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,7,0,0,0,0,23,0,0,0,55
LUCCA,Toscana,346,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,0,0,0,0,46,0,0,0,86
LIVORNO,Toscana,298,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,53,0,0,0,74
PISA,Toscana,372,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,19,0,0,0,0,48,0,0,0,82
GROSSETO,Toscana,198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,16,0,0,0,32
PISTOIA,Toscana,259,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,6,0,0,0,0,16,0,0,0,47
AREZZO,Toscana,303,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,0,57
SIENA,Toscana,236,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,9,0,0,0,0,4,0,0,0,65
PRATO,Toscana,224,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,10,0,0,0,0,12,0,0,0,61
ANCONA,Marche,415,0,0,0,0,0,49,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,86
PESARO URBINO,Marche,315,0,0,0,0,0,24,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,89
MACERATA,Marche,276,0,0,0,0,0,18,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,44
ASCOLI PICENO,Marche,184,0,0,0,0,0,24,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,45
FERMO,Marche,154,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,33
PERUGIA,Umbria,579,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
TERNI,Umbria,201,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
ROMA,Lazio,3796,0,0,0,0,0,0,207,159,4,0,70,0,0,0,64,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,270,0,0,61,0,0,0,0,0,891
VITERBO,Lazio,281,0,0,0,0,0,0,13,19,57,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,83
RIETI,Lazio,138,0,0,0,0,0,0,2,4,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,25
LATINA,Lazio,505,0,0,0,0,0,0,10,17,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,81
FROSINONE,Lazio,430,0,0,0,0,0,0,4,8,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,47
L'AQUILA,Abruzzo,264,0,0,0,0,38,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
TERAMO,Abruzzo,272,0,0,0,0,39,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
PESCARA,Abruzzo,281,0,0,0,0,59,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
CHIETI,Abruzzo,340,0,0,0,0,55,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
CAMPOBASSO,Molise,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ISERNIA,Molise,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
NAPOLI,Campania,2656,0,0,0,0,0,0,30,106,0,0,48,0,0,0,36,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,446
CASERTA,Campania,797,0,0,0,0,0,0,14,21,0,0,8,0,0,0,25,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,115
BENEVENTO,Campania,244,0,0,0,0,0,0,8,15,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,55
AVELLINO,Campania,368,0,0,0,0,0,0,5,16,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,68
SALERNO,Campania,959,0,0,0,0,0,0,21,29,0,0,6,0,0,0,31,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,119
BARI,Puglia,1099,0,0,0,0,0,0,21,16,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,140
FOGGIA,Puglia,540,0,0,0,0,0,0,15,17,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,73
TARANTO,Puglia,505,0,0,0,0,0,0,7,2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,0,0,0,0,0,84
BRINDISI,Puglia,346,0,0,0,0,0,0,1,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,49
LECCE,Puglia,703,0,0,0,0,0,0,10,9,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,9,0,0,0,0,0,0,0,0,144
BARLETTA-ANDRIA-TRANI,Puglia,339,0,0,0,0,0,0,18,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,61
POTENZA,Basilicata,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
MATERA,Basilicata,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
REGGIO CALABRIA,Sicilia,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
COSENZA,Sicilia,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
CATANZARO,Sicilia,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
CROTONE,Sicilia,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
VIBO VALENTIA,Sicilia,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
PALERMO,Sicilia,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,14,0,0,0,0,0,0,169
TRAPANI,Sicilia,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,41
AGRIGENTO,Sicilia,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,41
CALTANISSETTA,Sicilia,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,45
ENNA,Sicilia,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,24
RAGUSA,Sicilia,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,33
SIRACUSA,Sicilia,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,28,0,0,0,0,0,0,60
MESSINA,Sicilia,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,48,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,90
CATANIA,Sicilia,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,70,0,0,0,0,0,0,105
CAGLIARI,Sardegna,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,70
SASSARI,Sardegna,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,134
NUORO,Sardegna,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,44
ORISTANO,Sardegna,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30
OLBIA-TEMPIO,Sardegna,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,69
OGLIASTRA,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIO CAMPIDANO,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBONIA-IGLESIAS,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
