prov,reg,POPOLAZIONE,L'ADIGE,ALTO ADIGE/TRENTINO,L'ARENA,AVVENIRE,IL CENTRO,CORRIERE ADRIATICO,CORRIERE DELLE ALPI,CORRIERE DELLA SERA,CORRIERE DELLO SPORT - STADIO,CORRIERE DELL'UMBRIA VT RI SI AR,L'ECO DI BERGAMO,IL FATTO QUOTIDIANO,GAZZETTA DI MANTOVA,LA GAZZETTA DEL MEZZOGIORNO,GAZZETTA DI PARMA,GAZZETTA DI REGGIO,LA GAZZETTA DELLO SPORT,GAZZETTA DEL SUD,IL GAZZETTINO,IL GIORNALE,GIORNALE DI BRESCIA,GIORNALE DI SICILIA,IL GIORNALE DI VICENZA,LIBERTA',IL MATTINO,IL MATTINO DI PADOVA,IL MESSAGGERO,MESSAGGERO VENETO,LA NUOVA FERRARA,NUOVA GAZZETTA DI MODENA/CARPI,LA NUOVA SARDEGNA,LA NUOVA DI VENEZIA E MESTRE,NUOVO QUOTIDIANO DI PUGLIA,IL PICCOLO,LA PROVINCIA (CO/LC/SO),LA PROVINCIA PAVESE,QN IL GIORNO,QN LA NAZIONE,QN IL RESTO DEL CARLINO,LA REPUBBLICA,IL SECOLO XIX,LA SICILIA,IL SOLE 24 ORE,LA STAMPA,IL TIRRENO,LA TRIBUNA DI TREVISO,TUTTOSPORT,L'UNIONE SARDA,LEGGO,QUOTIDIANI AUDIPRESS
LA SPEZIA,Liguria,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,0,0,2,0,0,0,0,0,74
IMPERIA,Liguria,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,0,0,40,0,0,0,0,0,79
SAVONA,Liguria,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,65,0,0,56,0,0,0,0,0,107
MILANO,Lombardia,2804,0,0,0,21,0,0,0,365,0,0,4,0,0,0,0,0,219,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,0,0,103,0,0,55,0,0,0,27,0,140,819
VARESE,Lombardia,776,0,0,0,4,0,0,0,40,0,0,0,0,0,0,0,0,51,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,17,0,0,8,0,0,0,8,0,2,141
COMO,Lombardia,523,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,52,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,5,0,0,6,0,0,5,0,0,0,7,0,9,191
SONDRIO,Lombardia,159,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,17,0,0,2,0,0,3,0,0,0,3,0,0,75
BERGAMO,Lombardia,956,0,0,0,7,0,0,0,73,0,0,368,0,0,0,0,0,132,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,26,0,0,18,0,0,0,11,0,5,476
BRESCIA,Lombardia,1090,0,0,0,18,0,0,0,72,0,0,1,0,2,0,0,0,156,0,0,17,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,43,0,0,34,0,0,0,14,0,2,515
PAVIA,Lombardia,484,0,0,0,2,0,0,0,33,0,0,0,0,0,0,0,0,40,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,6,0,0,8,0,0,5,0,0,0,4,0,2,156
CREMONA,Lombardia,316,0,0,0,4,0,0,0,28,0,0,0,0,4,0,0,0,41,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,5,0,0,0,4,0,0,87
MANTOVA,Lombardia,361,0,0,0,1,0,0,0,24,0,0,0,0,145,0,0,0,30,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,7,0,0,0,1,0,0,172
LECCO,Lombardia,296,0,0,0,3,0,0,0,33,0,0,0,0,0,0,0,0,26,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,9,0,0,9,0,0,2,0,0,0,4,0,0,119
LODI,Lombardia,199,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,2,0,0,0,2,0,0,57
MONZA E DELLA BRIANZA,Lombardia,754,0,0,0,5,0,0,0,82,0,0,0,0,0,0,0,0,84,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,0,0,25,0,0,20,0,0,0,13,0,18,223
TRENTO,Trentino,465,196,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244
BOLZANO,Trentino,447,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
VENEZIA,Veneto,753,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,42,0,154,0,0,0,0,0,0,9,0,0,0,0,0,105,0,0,0,0,0,0,0,23,0,0,10,0,0,5,0,0,0,250
VERONA,Veneto,799,0,0,201,0,0,0,1,33,0,0,0,0,0,0,0,0,53,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,13,0,0,0,0,0,0,270
VICENZA,Veneto,750,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,42,0,7,0,0,0,192,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,244
BELLUNO,Veneto,183,0,0,0,0,0,0,47,8,0,0,0,0,0,0,0,0,18,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,77
ROVIGO,Veneto,214,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,18,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,72
TREVISO,Veneto,767,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,43,0,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,17,0,0,124,0,0,0,259
PADOVA,Veneto,817,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,52,0,87,0,0,0,4,0,0,178,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,14,0,0,3,0,0,0,283
TRIESTE,Friuli,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
GORIZIA,Friuli,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
PORDENONE,Friuli,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,62,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
UDINE,Friuli,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,17,0,0,0,0,0,0,0,0,180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
BOLOGNA,Emilia-Romagna,886,0,0,0,0,0,0,0,23,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,198,78,0,0,12,4,0,0,7,0,0,301
PIACENZA,Emilia-Romagna,253,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,0,2,0,0,138
REGGIO EMILIA,Emilia-Romagna,458,0,0,0,0,0,0,0,32,4,0,0,0,0,0,6,101,21,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,56,24,0,0,1,2,0,0,2,0,0,194
MODENA,Emilia-Romagna,608,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,108,0,0,0,0,0,0,0,0,88,38,0,0,7,4,0,0,2,0,0,233
PARMA,Emilia-Romagna,393,0,0,0,0,0,0,0,18,1,0,0,0,0,0,167,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,6,2,0,0,5,0,0,205
FERRARA,Emilia-Romagna,312,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,64,13,0,0,5,6,0,0,3,0,0,116
RAVENNA,Emilia-Romagna,344,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,28,0,0,7,13,0,0,9,0,0,146
FORLI',Emilia-Romagna,345,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,19,0,0,8,29,0,0,7,0,0,158
RIMINI,Emilia-Romagna,294,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15,0,0,5,19,0,0,13,0,0,133
FIRENZE,Toscana,893,0,0,0,0,0,0,0,28,36,1,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,94,0,0,0,0,39,0,14,0,0,340
MASSA CARRARA,Toscana,176,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,29,0,3,0,0,64
LUCCA,Toscana,345,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,10,0,0,0,0,68,0,9,0,0,136
LIVORNO,Toscana,300,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,0,0,0,0,109,0,4,0,0,129
PISA,Toscana,370,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,9,0,0,0,0,108,0,2,0,0,163
GROSSETO,Toscana,199,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,6,0,0,0,0,50,0,7,0,0,82
PISTOIA,Toscana,257,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,6,0,0,0,0,40,0,6,0,0,83
AREZZO,Toscana,304,0,0,0,0,0,0,0,9,9,28,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,19,0,0,0,0,0,0,5,0,0,107
SIENA,Toscana,237,0,0,0,0,0,0,0,8,14,35,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,10,0,0,0,0,0,0,5,0,0,91
PRATO,Toscana,221,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,9,0,0,0,0,14,0,2,0,0,72
ANCONA,Marche,416,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,163
PESARO URBINO,Marche,316,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,163
MACERATA,Marche,281,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,120
ASCOLI PICENO,Marche,186,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,78
FERMO,Marche,154,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,86
PERUGIA,Umbria,580,0,0,0,0,0,0,0,0,43,127,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,215
TERNI,Umbria,203,0,0,0,0,0,0,0,0,19,40,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,68
ROMA,Lazio,3789,0,0,0,0,0,0,0,219,325,2,0,75,0,0,0,0,102,0,0,53,0,0,0,0,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,76,0,0,0,44,0,409,1411
VITERBO,Lazio,282,0,0,0,0,0,0,0,2,23,45,0,4,0,0,0,0,12,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,76
RIETI,Lazio,140,0,0,0,0,0,0,0,4,15,21,0,5,0,0,0,0,10,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,3,0,3,50
LATINA,Lazio,501,0,0,0,0,0,0,0,4,30,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,0,0,0,2,0,0,92
FROSINONE,Lazio,435,0,0,0,0,0,0,0,11,26,0,0,4,0,0,0,0,19,0,0,10,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,11,0,0,0,5,0,4,105
L'AQUILA,Abruzzo,268,0,0,0,0,63,0,0,0,14,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
TERAMO,Abruzzo,273,0,0,0,0,53,0,0,0,16,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
PESCARA,Abruzzo,281,0,0,0,0,65,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
CHIETI,Abruzzo,344,0,0,0,0,57,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
CAMPOBASSO,Molise,200,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
ISERNIA,Molise,77,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
NAPOLI,Campania,2652,0,0,0,0,0,0,0,139,175,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,613
CASERTA,Campania,792,0,0,0,0,0,0,0,24,78,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,185
BENEVENTO,Campania,247,0,0,0,0,0,0,0,6,25,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,63
AVELLINO,Campania,374,0,0,0,0,0,0,0,9,27,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,109
SALERNO,Campania,965,0,0,0,0,0,0,0,17,21,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,169
BARI,Puglia,1102,0,0,0,0,0,0,0,16,22,0,0,0,0,118,0,0,56,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,13,0,0,204
FOGGIA,Puglia,545,0,0,0,0,0,0,0,22,25,0,0,0,0,76,0,0,34,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,128
TARANTO,Puglia,510,0,0,0,0,0,0,0,14,25,0,0,0,0,45,0,0,47,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,55,0,0,0,0,0,0,18,0,0,0,0,0,0,17,0,0,147
BRINDISI,Puglia,350,0,0,0,0,0,0,0,8,15,0,0,0,0,40,0,0,31,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,67,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,110
LECCE,Puglia,708,0,0,0,0,0,0,0,14,15,0,0,0,0,31,0,0,34,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,134,0,0,0,0,0,0,16,0,0,0,0,0,0,11,0,0,205
BARLETTA-ANDRIA-TRANI,Puglia,339,0,0,0,0,0,0,0,14,14,0,0,0,0,63,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,9,0,0,97
POTENZA,Basilicata,330,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
MATERA,Basilicata,176,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
REGGIO CALABRIA,Sicilia,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
COSENZA,Sicilia,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
CATANZARO,Sicilia,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
CROTONE,Sicilia,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
VIBO VALENTIA,Sicilia,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
PALERMO,Sicilia,1096,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,28,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,4,0,0,0,0,0,0,0,209
TRAPANI,Sicilia,381,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,51
AGRIGENTO,Sicilia,386,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,61
CALTANISSETTA,Sicilia,234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,44,0,0,0,0,0,0,0,72
ENNA,Sicilia,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,0,0,0,0,0,0,0,52
RAGUSA,Sicilia,278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,0,0,0,0,0,0,0,55
SIRACUSA,Sicilia,351,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,68
MESSINA,Sicilia,562,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,95,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,125
CATANIA,Sicilia,959,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,186,0,0,0,0,0,0,0,227
CAGLIARI,Sardegna,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,183
SASSARI,Sardegna,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,124
NUORO,Sardegna,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,71
ORISTANO,Sardegna,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,56
OLBIA-TEMPIO,Sardegna,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,65
OGLIASTRA,Sardegna,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,21
MEDIO CAMPIDANO,Sardegna,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,30
