prov,reg,POPOLAZIONE,L'ADIGE,ALTO ADIGE/TRENTINO,L'ARENA,AVVENIRE,IL CENTRO,CORRIERE ADRIATICO,CORRIERE DELLE ALPI,CORRIERE DELLA SERA,CORRIERE DELLO SPORT - STADIO,CORRIERE DELL'UMBRIA VT RI SI AR,L'ECO DI BERGAMO,IL FATTO QUOTIDIANO,GAZZETTA DI MANTOVA,LA GAZZETTA DEL MEZZOGIORNO,GAZZETTA DI PARMA,GAZZETTA DI REGGIO,LA GAZZETTA DELLO SPORT,GAZZETTA DEL SUD,IL GAZZETTINO,IL GIORNALE,GIORNALE DI BRESCIA,GIORNALE DI SICILIA,IL GIORNALE DI VICENZA,LIBERTA',IL MATTINO,IL MATTINO DI PADOVA,IL MESSAGGERO,MESSAGGERO VENETO,LA NUOVA FERRARA,NUOVA GAZZETTA DI MODENA/CARPI,LA NUOVA SARDEGNA,LA NUOVA DI VENEZIA E MESTRE,NUOVO QUOTIDIANO DI PUGLIA,IL PICCOLO,LA PROVINCIA (CO/LC/SO),LA PROVINCIA PAVESE,QN IL GIORNO,QN LA NAZIONE,QN IL RESTO DEL CARLINO,LA REPUBBLICA,IL SECOLO XIX,LA SICILIA,IL SOLE 24 ORE,LA STAMPA,IL TIRRENO,LA TRIBUNA DI TREVISO,TUTTOSPORT,L'UNIONE SARDA,LEGGO,QUOTIDIANI AUDIPRESS
LA SPEZIA,Liguria,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,0,0,2,0,0,0,0,0,74
IMPERIA,Liguria,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,0,0,40,0,0,0,0,0,76
SAVONA,Liguria,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,63,0,0,54,0,0,0,0,0,106
MILANO,Lombardia,2804,0,0,0,20,0,0,0,344,0,0,4,0,0,0,0,0,210,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,0,0,95,0,0,51,0,0,0,26,0,138,789
VARESE,Lombardia,776,0,0,0,4,0,0,0,38,0,0,0,0,0,0,0,0,51,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,16,0,0,8,0,0,0,8,0,2,137
COMO,Lombardia,523,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,52,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,5,0,0,6,0,0,5,0,0,0,7,0,9,189
SONDRIO,Lombardia,159,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,17,0,0,2,0,0,3,0,0,0,3,0,0,74
BERGAMO,Lombardia,956,0,0,0,7,0,0,0,65,0,0,361,0,0,0,0,0,132,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,23,0,0,16,0,0,0,11,0,5,460
BRESCIA,Lombardia,1090,0,0,0,18,0,0,0,69,0,0,0,0,2,0,0,0,155,0,0,16,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,37,0,0,28,0,0,0,14,0,2,502
PAVIA,Lombardia,484,0,0,0,2,0,0,0,27,0,0,0,0,0,0,0,0,38,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,6,0,0,5,0,0,4,0,0,0,4,0,0,141
CREMONA,Lombardia,316,0,0,0,4,0,0,0,28,0,0,0,0,4,0,0,0,41,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,4,0,0,0,4,0,0,86
MANTOVA,Lombardia,361,0,0,0,1,0,0,0,23,0,0,0,0,145,0,0,0,30,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,7,0,0,0,1,0,0,170
LECCO,Lombardia,296,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,26,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,9,0,0,9,0,0,2,0,0,0,4,0,0,115
LODI,Lombardia,199,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,2,0,0,0,2,0,0,57
MONZA E DELLA BRIANZA,Lombardia,754,0,0,0,5,0,0,0,81,0,0,0,0,0,0,0,0,84,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,0,0,21,0,0,20,0,0,0,13,0,18,217
TRENTO,Trentino,465,192,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239
BOLZANO,Trentino,447,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
VENEZIA,Veneto,753,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,42,0,149,0,0,0,0,0,0,9,0,0,0,0,0,104,0,0,0,0,0,0,0,23,0,0,10,0,0,5,0,0,0,245
VERONA,Veneto,799,0,0,199,0,0,0,1,27,0,0,0,0,0,0,0,0,53,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,13,0,0,0,0,0,0,265
VICENZA,Veneto,750,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,41,0,7,0,0,0,190,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,240
BELLUNO,Veneto,183,0,0,0,0,0,0,46,8,0,0,0,0,0,0,0,0,18,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,76
ROVIGO,Veneto,214,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,18,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,71
TREVISO,Veneto,767,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,43,0,124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,10,0,0,121,0,0,0,249
PADOVA,Veneto,817,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,52,0,85,0,0,0,4,0,0,176,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,13,0,0,3,0,0,0,278
TRIESTE,Friuli,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
GORIZIA,Friuli,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
PORDENONE,Friuli,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,55,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
UDINE,Friuli,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,17,0,0,0,0,0,0,0,0,177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
BOLOGNA,Emilia-Romagna,886,0,0,0,0,0,0,0,22,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,195,75,0,0,0,4,0,0,0,0,0,296
PIACENZA,Emilia-Romagna,253,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,137
REGGIO EMILIA,Emilia-Romagna,458,0,0,0,0,0,0,0,30,4,0,0,0,0,0,6,101,21,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,56,23,0,0,0,2,0,0,0,0,0,191
MODENA,Emilia-Romagna,608,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,108,0,0,0,0,0,0,0,0,87,38,0,0,0,4,0,0,0,0,0,232
PARMA,Emilia-Romagna,393,0,0,0,0,0,0,0,17,1,0,0,0,0,0,165,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,2,0,0,0,0,0,201
FERRARA,Emilia-Romagna,312,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,64,12,0,0,0,6,0,0,0,0,0,115
RAVENNA,Emilia-Romagna,344,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,28,0,0,0,13,0,0,0,0,0,143
FORLI',Emilia-Romagna,345,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,17,0,0,0,29,0,0,0,0,0,157
RIMINI,Emilia-Romagna,294,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,15,0,0,0,19,0,0,0,0,0,130
FIRENZE,Toscana,893,0,0,0,0,0,0,0,26,36,1,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,92,0,0,0,0,37,0,13,0,0,335
MASSA CARRARA,Toscana,176,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,29,0,3,0,0,64
LUCCA,Toscana,345,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,10,0,0,0,0,67,0,9,0,0,136
LIVORNO,Toscana,300,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,107,0,4,0,0,126
PISA,Toscana,370,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,9,0,0,0,0,107,0,2,0,0,161
GROSSETO,Toscana,199,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,6,0,0,0,0,50,0,7,0,0,82
PISTOIA,Toscana,257,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,6,0,0,0,0,40,0,6,0,0,82
AREZZO,Toscana,304,0,0,0,0,0,0,0,9,9,28,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,18,0,0,0,0,0,0,5,0,0,107
SIENA,Toscana,237,0,0,0,0,0,0,0,8,14,35,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,10,0,0,0,0,0,0,5,0,0,91
PRATO,Toscana,221,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,8,0,0,0,0,14,0,2,0,0,71
ANCONA,Marche,416,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,160
PESARO URBINO,Marche,316,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,163
MACERATA,Marche,281,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,117
ASCOLI PICENO,Marche,186,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,77
FERMO,Marche,154,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,82
PERUGIA,Umbria,580,0,0,0,0,0,0,0,0,43,127,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,213
TERNI,Umbria,203,0,0,0,0,0,0,0,0,19,40,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,68
ROMA,Lazio,3789,0,0,0,0,0,0,0,190,320,2,0,64,0,0,0,0,98,0,0,51,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,58,0,0,0,43,0,409,1336
VITERBO,Lazio,282,0,0,0,0,0,0,0,1,23,45,0,4,0,0,0,0,12,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,74
RIETI,Lazio,140,0,0,0,0,0,0,0,4,15,21,0,3,0,0,0,0,10,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,3,0,3,50
LATINA,Lazio,501,0,0,0,0,0,0,0,4,30,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,2,0,0,91
FROSINONE,Lazio,435,0,0,0,0,0,0,0,10,26,0,0,4,0,0,0,0,19,0,0,10,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,5,0,4,100
L'AQUILA,Abruzzo,268,0,0,0,0,62,0,0,0,14,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
TERAMO,Abruzzo,273,0,0,0,0,52,0,0,0,16,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
PESCARA,Abruzzo,281,0,0,0,0,62,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
CHIETI,Abruzzo,344,0,0,0,0,57,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
CAMPOBASSO,Molise,200,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
ISERNIA,Molise,77,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
NAPOLI,Campania,2652,0,0,0,0,0,0,0,138,168,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,600
CASERTA,Campania,792,0,0,0,0,0,0,0,24,78,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,181
BENEVENTO,Campania,247,0,0,0,0,0,0,0,6,25,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,63
AVELLINO,Campania,374,0,0,0,0,0,0,0,9,27,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,108
SALERNO,Campania,965,0,0,0,0,0,0,0,15,21,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,167
BARI,Puglia,1102,0,0,0,0,0,0,0,16,21,0,0,0,0,118,0,0,56,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,29,0,0,0,0,0,0,13,0,0,198
FOGGIA,Puglia,545,0,0,0,0,0,0,0,21,25,0,0,0,0,74,0,0,33,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,10,0,0,121
TARANTO,Puglia,510,0,0,0,0,0,0,0,14,25,0,0,0,0,45,0,0,47,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,55,0,0,0,0,0,0,17,0,0,0,0,0,0,17,0,0,147
BRINDISI,Puglia,350,0,0,0,0,0,0,0,8,15,0,0,0,0,39,0,0,31,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,66,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,109
LECCE,Puglia,708,0,0,0,0,0,0,0,13,15,0,0,0,0,30,0,0,34,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,128,0,0,0,0,0,0,14,0,0,0,0,0,0,10,0,0,193
BARLETTA-ANDRIA-TRANI,Puglia,339,0,0,0,0,0,0,0,14,14,0,0,0,0,63,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,9,0,0,97
POTENZA,Basilicata,330,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
MATERA,Basilicata,176,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
REGGIO CALABRIA,Sicilia,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
COSENZA,Sicilia,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
CATANZARO,Sicilia,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
CROTONE,Sicilia,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
VIBO VALENTIA,Sicilia,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
PALERMO,Sicilia,1096,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,26,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,4,0,0,0,0,0,0,0,196
TRAPANI,Sicilia,381,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,51
AGRIGENTO,Sicilia,386,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,60
CALTANISSETTA,Sicilia,234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,44,0,0,0,0,0,0,0,70
ENNA,Sicilia,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,0,0,0,0,0,0,0,52
RAGUSA,Sicilia,278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,0,0,0,0,0,0,0,54
SIRACUSA,Sicilia,351,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,68
MESSINA,Sicilia,562,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,90,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,120
CATANIA,Sicilia,959,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,185,0,0,0,0,0,0,0,225
CAGLIARI,Sardegna,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,175
SASSARI,Sardegna,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,121
NUORO,Sardegna,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,69
ORISTANO,Sardegna,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,55
OLBIA-TEMPIO,Sardegna,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,62
OGLIASTRA,Sardegna,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,20
MEDIO CAMPIDANO,Sardegna,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,30
