prov,reg,POPOLAZIONE,L'ADIGE,ALTO ADIGE/TRENTINO,L'ARENA,AVVENIRE,IL CENTRO,CORRIERE ADRIATICO,CORRIERE DELLA SERA,CORRIERE DELLO SPORT - STADIO,CORRIERE DELL'UMBRIA VT RI SI AR,L'ECO DI BERGAMO,IL FATTO QUOTIDIANO,GAZZETTA DI MANTOVA,GAZZETTA DI PARMA,GAZZETTA DI REGGIO,LA GAZZETTA DELLO SPORT,GAZZETTA DEL SUD,IL GAZZETTINO,IL GIORNALE,GIORNALE DI BRESCIA,GIORNALE DI SICILIA,IL GIORNALE DI VICENZA,LIBERO,LIBERTA',IL MATTINO,IL MATTINO DI PADOVA,IL MESSAGGERO,MESSAGGERO VENETO,LA NUOVA FERRARA,NUOVA GAZZETTA DI MODENA/CARPI,LA NUOVA SARDEGNA,LA NUOVA DI VENEZIA E MESTRE,NUOVO QUOTIDIANO DI PUGLIA,IL PICCOLO,LA PROVINCIA PAVESE,QN IL GIORNO,QN LA NAZIONE,QN IL RESTO DEL CARLINO,LA REPUBBLICA,IL SECOLO XIX,LA SICILIA,IL SOLE 24 ORE,LA STAMPA,IL TIRRENO,LA TRIBUNA DI TREVISO,TUTTOSPORT,L'UNIONE SARDA,QUOTIDIANI AUDIPRESS
MILANO,Lombardia,2873,0,0,0,21,0,0,307,0,0,1,31,0,0,0,109,0,0,30,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,84,0,0,109,0,0,56,0,0,0,17,0,624
VARESE,Lombardia,782,0,0,0,3,0,0,36,0,0,0,2,0,0,0,25,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,4,0,0,5,0,0,0,2,0,88
COMO,Lombardia,530,0,0,0,3,0,0,18,0,0,1,5,3,0,0,8,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,6,0,0,11,0,0,0,3,0,73
SONDRIO,Lombardia,159,0,0,0,0,0,0,3,0,0,0,2,0,0,0,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,1,0,28
BERGAMO,Lombardia,970,0,0,0,5,0,0,68,0,0,274,3,0,0,0,64,0,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,23,0,0,19,0,0,0,10,0,365
BRESCIA,Lombardia,1104,0,0,0,11,0,0,50,0,0,2,15,1,0,0,57,0,0,14,261,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,33,0,0,17,0,0,0,6,0,371
PAVIA,Lombardia,485,0,0,0,5,0,0,29,0,0,0,1,0,0,0,23,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,8,0,0,13,0,0,11,0,0,0,1,0,129
CREMONA,Lombardia,316,0,0,0,1,0,0,20,0,0,0,2,3,0,0,13,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,8,0,0,0,4,0,49
MANTOVA,Lombardia,361,0,0,0,3,0,0,14,0,0,0,4,101,0,0,12,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,2,0,130
LECCO,Lombardia,296,0,0,0,4,0,0,22,0,0,0,0,0,0,0,12,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,3,0,0,0,4,0,58
LODI,Lombardia,201,0,0,0,0,0,0,13,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,2,0,0,0,0,0,46
MONZA E DELLA BRIANZA,Lombardia,766,0,0,0,2,0,0,67,0,0,0,8,0,0,0,39,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,22,0,0,12,0,0,0,2,0,143
TRENTO,Trentino,472,125,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
BOLZANO,Trentino,455,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
VENEZIA,Veneto,756,0,0,0,0,0,0,27,0,0,0,0,0,0,0,26,0,103,0,0,0,0,0,0,0,1,0,0,0,0,0,66,0,0,0,0,0,0,17,0,0,5,0,0,1,0,0,197
VERONA,Veneto,812,0,0,145,0,0,0,24,0,0,0,0,0,0,0,31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,185
VICENZA,Veneto,755,0,0,1,0,0,0,17,0,0,0,0,0,0,0,15,0,10,0,0,0,166,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,15,0,0,0,0,0,204
BELLUNO,Veneto,181,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,60
ROVIGO,Veneto,210,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,56
TREVISO,Veneto,776,0,0,0,0,0,0,28,0,0,0,0,0,0,0,25,0,98,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,10,0,0,94,0,0,203
PADOVA,Veneto,827,0,0,0,0,0,0,23,0,0,0,0,0,0,0,41,0,63,0,0,0,5,0,0,0,136,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,18,0,0,1,0,0,224
TRIESTE,Friuli,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,77
GORIZIA,Friuli,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,52
PORDENONE,Friuli,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
UDINE,Friuli,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,165
BOLOGNA,Emilia-Romagna,898,0,0,0,0,0,0,32,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,136,48,0,0,13,0,0,0,0,0,230
PIACENZA,Emilia-Romagna,254,0,0,0,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,97
REGGIO EMILIA,Emilia-Romagna,462,0,0,0,0,0,0,14,0,0,0,0,0,0,55,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,30,20,0,0,9,0,0,0,0,0,136
MODENA,Emilia-Romagna,618,0,0,0,0,0,0,9,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,48,17,0,0,6,0,0,0,0,0,146
PARMA,Emilia-Romagna,398,0,0,0,0,0,0,14,0,0,0,0,0,128,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,155
FERRARA,Emilia-Romagna,310,0,0,0,0,0,0,14,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,65,11,0,0,11,0,0,0,0,0,124
RAVENNA,Emilia-Romagna,345,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8,0,0,3,0,0,0,0,0,80
FORLI',Emilia-Romagna,347,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,14,0,0,8,0,0,0,0,0,65
RIMINI,Emilia-Romagna,299,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,8,0,0,3,0,0,0,0,0,80
FIRENZE,Toscana,889,0,0,0,0,0,0,31,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,45,0,0,0,0,7,0,0,0,181
MASSA CARRARA,Toscana,174,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,14,0,0,0,35
LUCCA,Toscana,346,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,12,0,0,0,0,40,0,0,0,79
LIVORNO,Toscana,298,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,60,0,0,0,78
PISA,Toscana,372,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,11,0,0,0,0,47,0,0,0,85
GROSSETO,Toscana,198,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,21,0,0,0,41
PISTOIA,Toscana,259,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,0,12,0,0,0,48
AREZZO,Toscana,303,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,14,0,0,0,0,0,0,0,0,50
SIENA,Toscana,236,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0,0,0,0,0,0,0,47
PRATO,Toscana,224,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,8,0,0,0,0,16,0,0,0,47
ANCONA,Marche,415,0,0,0,0,0,47,16,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,94
PESARO URBINO,Marche,315,0,0,0,0,0,34,22,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,115
MACERATA,Marche,276,0,0,0,0,0,8,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,50
ASCOLI PICENO,Marche,184,0,0,0,0,0,28,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,43
FERMO,Marche,154,0,0,0,0,0,9,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,29
PERUGIA,Umbria,579,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
TERNI,Umbria,201,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
ROMA,Lazio,3796,0,0,0,0,0,0,167,154,4,0,78,0,0,0,61,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,258,0,0,86,0,0,0,0,0,870
VITERBO,Lazio,281,0,0,0,0,0,0,2,12,46,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,82
RIETI,Lazio,138,0,0,0,0,0,0,2,8,11,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,25
LATINA,Lazio,505,0,0,0,0,0,0,11,3,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,56
FROSINONE,Lazio,430,0,0,0,0,0,0,5,15,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,58
L'AQUILA,Abruzzo,264,0,0,0,0,38,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
TERAMO,Abruzzo,272,0,0,0,0,33,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
PESCARA,Abruzzo,281,0,0,0,0,40,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
CHIETI,Abruzzo,340,0,0,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
CAMPOBASSO,Molise,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
ISERNIA,Molise,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
NAPOLI,Campania,2656,0,0,0,0,0,0,49,88,0,0,40,0,0,0,34,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,24,0,0,0,0,0,470
CASERTA,Campania,797,0,0,0,0,0,0,7,23,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,94
BENEVENTO,Campania,244,0,0,0,0,0,0,6,11,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,36
AVELLINO,Campania,368,0,0,0,0,0,0,13,5,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,82
SALERNO,Campania,959,0,0,0,0,0,0,16,18,0,0,6,0,0,0,28,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,12,0,0,0,0,0,129
BARI,Puglia,1099,0,0,0,0,0,0,22,16,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,0,0,11,0,0,0,0,0,139
FOGGIA,Puglia,540,0,0,0,0,0,0,21,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,25,0,0,14,0,0,0,0,0,87
TARANTO,Puglia,505,0,0,0,0,0,0,5,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,0,0,12,0,0,0,0,0,57
BRINDISI,Puglia,346,0,0,0,0,0,0,5,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,9,0,0,3,0,0,0,0,0,68
LECCE,Puglia,703,0,0,0,0,0,0,16,11,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,9,0,0,5,0,0,0,0,0,156
BARLETTA-ANDRIA-TRANI,Puglia,339,0,0,0,0,0,0,17,13,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,9,0,0,0,0,0,70
POTENZA,Basilicata,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
MATERA,Basilicata,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
REGGIO CALABRIA,Sicilia,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
COSENZA,Sicilia,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
CATANZARO,Sicilia,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
CROTONE,Sicilia,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
VIBO VALENTIA,Sicilia,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
PALERMO,Sicilia,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,0,0,0,137
TRAPANI,Sicilia,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,31
AGRIGENTO,Sicilia,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0,46
CALTANISSETTA,Sicilia,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,0,0,0,33
ENNA,Sicilia,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,20
RAGUSA,Sicilia,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,0,0,0,45
SIRACUSA,Sicilia,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,0,0,0,0,0,0,58
MESSINA,Sicilia,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,52,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,87
CATANIA,Sicilia,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,77,0,0,0,0,0,0,116
CAGLIARI,Sardegna,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,108
SASSARI,Sardegna,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,141
NUORO,Sardegna,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,56
ORISTANO,Sardegna,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29
OLBIA-TEMPIO,Sardegna,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,79
OGLIASTRA,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIO CAMPIDANO,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBONIA-IGLESIAS,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
