prov,reg,POPOLAZIONE,L'ADIGE,ALTO ADIGE/TRENTINO,L'ARENA,AVVENIRE,IL CENTRO,CORRIERE ADRIATICO,CORRIERE DELLA SERA,CORRIERE DELLO SPORT - STADIO,CORRIERE DELL'UMBRIA VT RI SI AR,L'ECO DI BERGAMO,IL FATTO QUOTIDIANO,GAZZETTA DI MANTOVA,LA GAZZETTA DEL MEZZOGIORNO,GAZZETTA DI PARMA,GAZZETTA DI REGGIO,LA GAZZETTA DELLO SPORT,GAZZETTA DEL SUD,IL GAZZETTINO,IL GIORNALE,GIORNALE DI BRESCIA,GIORNALE DI SICILIA,IL GIORNALE DI VICENZA,LIBERTA',IL MATTINO,IL MATTINO DI PADOVA,IL MESSAGGERO,MESSAGGERO VENETO,LA NUOVA FERRARA,NUOVA GAZZETTA DI MODENA/CARPI,LA NUOVA SARDEGNA,LA NUOVA DI VENEZIA E MESTRE,NUOVO QUOTIDIANO DI PUGLIA,IL PICCOLO,LA PROVINCIA PAVESE,QN IL GIORNO,QN LA NAZIONE,QN IL RESTO DEL CARLINO,LA REPUBBLICA,IL SECOLO XIX,LA SICILIA,IL SOLE 24 ORE,LA STAMPA,IL TIRRENO,LA TRIBUNA DI TREVISO,TUTTOSPORT,L'UNIONE SARDA,QUOTIDIANI AUDIPRESS
BELLUNO,Veneto,181,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,70
ROVIGO,Veneto,211,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
TREVISO,Veneto,773,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,38,0,110,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,128,0,0,240
PADOVA,Veneto,823,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,53,0,108,0,0,0,5,0,0,187,0,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,298
TRIESTE,Friuli,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,84
GORIZIA,Friuli,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,56
PORDENONE,Friuli,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,64,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
UDINE,Friuli,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,22,0,0,0,0,0,0,0,0,155,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,185
BOLOGNA,Emilia-Romagna,893,0,0,0,0,0,0,32,26,0,0,0,0,0,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,161,79,0,0,10,6,0,0,11,0,276
PIACENZA,Emilia-Romagna,253,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,130
REGGIO EMILIA,Emilia-Romagna,461,0,0,0,0,0,0,19,0,0,0,0,0,0,0,104,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59,29,0,0,4,6,0,0,2,0,201
MODENA,Emilia-Romagna,614,0,0,0,0,0,0,28,3,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,88,24,0,0,8,2,0,0,2,0,221
PARMA,Emilia-Romagna,396,0,0,0,0,0,0,29,2,0,0,0,0,0,160,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,1,0,0,1,0,207
FERRARA,Emilia-Romagna,311,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,76,5,0,0,2,1,0,0,2,0,116
RAVENNA,Emilia-Romagna,344,0,0,0,0,0,0,20,12,0,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,21,0,0,5,20,0,0,11,0,172
FORLI',Emilia-Romagna,346,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,18,0,0,8,32,0,0,7,0,154
RIMINI,Emilia-Romagna,297,0,0,0,0,0,0,26,36,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,31,0,0,10,32,0,0,18,0,174
FIRENZE,Toscana,893,0,0,0,0,0,0,27,23,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,61,0,0,0,0,14,0,0,0,248
MASSA CARRARA,Toscana,175,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,6,0,0,0,0,43,0,0,0,73
LUCCA,Toscana,345,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,3,0,0,0,0,47,0,0,0,93
LIVORNO,Toscana,298,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,0,0,0,0,93,0,0,0,115
PISA,Toscana,369,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,7,0,0,0,0,62,0,0,0,116
GROSSETO,Toscana,199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,39,0,0,0,59
PISTOIA,Toscana,258,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,13,0,0,0,0,46,0,0,0,92
AREZZO,Toscana,304,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,11,0,0,0,0,0,0,0,0,104
SIENA,Toscana,236,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,10,0,0,0,0,0,0,0,0,72
PRATO,Toscana,224,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,10,0,0,0,0,26,0,0,0,76
ANCONA,Marche,415,0,0,0,0,0,93,13,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,142
PESARO URBINO,Marche,316,0,0,0,0,0,65,30,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,176
MACERATA,Marche,277,0,0,0,0,0,40,7,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,98
ASCOLI PICENO,Marche,184,0,0,0,0,0,37,13,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,67
FERMO,Marche,154,0,0,0,0,0,46,7,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,83
PERUGIA,Umbria,578,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,204
TERNI,Umbria,202,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,62
ROMA,Lazio,3794,0,0,0,0,0,0,165,324,28,0,48,0,0,0,0,102,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,292,0,0,68,0,0,0,35,0,1063
VITERBO,Lazio,281,0,0,0,0,0,0,5,33,84,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,5,0,116
RIETI,Lazio,139,0,0,0,0,0,0,3,11,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,37
LATINA,Lazio,502,0,0,0,0,0,0,14,46,0,0,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,10,0,122
FROSINONE,Lazio,432,0,0,0,0,0,0,10,29,0,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,13,0,104
L'AQUILA,Abruzzo,266,0,0,0,0,64,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
TERAMO,Abruzzo,272,0,0,0,0,55,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
PESCARA,Abruzzo,281,0,0,0,0,57,0,0,13,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
CHIETI,Abruzzo,342,0,0,0,0,55,0,0,12,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
CAMPOBASSO,Molise,198,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
ISERNIA,Molise,76,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
NAPOLI,Campania,2650,0,0,0,0,0,0,120,167,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,16,0,544
CASERTA,Campania,795,0,0,0,0,0,0,33,45,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,154
BENEVENTO,Campania,246,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,68
AVELLINO,Campania,371,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,88
SALERNO,Campania,963,0,0,0,0,0,0,22,41,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,22,0,186
BARI,Puglia,1099,0,0,0,0,0,0,19,19,0,0,0,0,133,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,24,0,0,12,0,0,0,9,0,196
FOGGIA,Puglia,543,0,0,0,0,0,0,10,12,0,0,0,0,72,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,14,0,0,10,0,0,0,10,0,120
TARANTO,Puglia,507,0,0,0,0,0,0,19,23,0,0,0,0,64,0,0,54,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,89,0,0,0,0,0,26,0,0,15,0,0,0,11,0,174
BRINDISI,Puglia,348,0,0,0,0,0,0,9,9,0,0,0,0,37,0,0,40,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,66,0,0,0,0,0,10,0,0,4,0,0,0,7,0,117
LECCE,Puglia,705,0,0,0,0,0,0,10,13,0,0,0,0,27,0,0,35,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,130,0,0,0,0,0,9,0,0,6,0,0,0,8,0,180
BARLETTA-ANDRIA-TRANI,Puglia,340,0,0,0,0,0,0,7,16,0,0,0,0,61,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,12,0,91
POTENZA,Basilicata,326,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
MATERA,Basilicata,175,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
REGGIO CALABRIA,Sicilia,478,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,17,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
COSENZA,Sicilia,623,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
CATANZARO,Sicilia,315,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
CROTONE,Sicilia,152,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
VIBO VALENTIA,Sicilia,140,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
PALERMO,Sicilia,1086,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,20,1,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,0,163
TRAPANI,Sicilia,379,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,40
AGRIGENTO,Sicilia,382,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,53
CALTANISSETTA,Sicilia,229,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,0,0,0,54
ENNA,Sicilia,146,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,29,0,0,0,0,0,0,46
RAGUSA,Sicilia,278,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,0,0,0,0,0,0,53
SIRACUSA,Sicilia,349,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,56
MESSINA,Sicilia,555,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,88,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,113
CATANIA,Sicilia,958,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,139,0,0,0,0,0,0,178
CAGLIARI,Sardegna,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,111
SASSARI,Sardegna,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,150
NUORO,Sardegna,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,73
ORISTANO,Sardegna,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,44
OLBIA-TEMPIO,Sardegna,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,91
OGLIASTRA,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIO CAMPIDANO,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBONIA-IGLESIAS,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
