prov,reg,POPOLAZIONE,L'ADIGE,ALTO ADIGE/TRENTINO,L'ARENA,AVVENIRE,IL CENTRO,CORRIERE ADRIATICO,CORRIERE DELLA SERA,CORRIERE DELLO SPORT - STADIO,CORRIERE DELL'UMBRIA VT RI SI AR,L'ECO DI BERGAMO,IL FATTO QUOTIDIANO,GAZZETTA DI MANTOVA,GAZZETTA DI PARMA,GAZZETTA DI REGGIO,LA GAZZETTA DELLO SPORT,GAZZETTA DEL SUD,IL GAZZETTINO,IL GIORNALE,GIORNALE DI BRESCIA,GIORNALE DI SICILIA,IL GIORNALE DI VICENZA,LIBERO,LIBERTA',IL MATTINO,IL MATTINO DI PADOVA,IL MESSAGGERO,MESSAGGERO VENETO,LA NUOVA FERRARA,NUOVA GAZZETTA DI MODENA/CARPI,LA NUOVA SARDEGNA,LA NUOVA DI VENEZIA E MESTRE,NUOVO QUOTIDIANO DI PUGLIA,IL PICCOLO,LA PROVINCIA PAVESE,QN IL GIORNO,QN LA NAZIONE,QN IL RESTO DEL CARLINO,LA REPUBBLICA,IL SECOLO XIX,LA SICILIA,IL SOLE 24 ORE,LA STAMPA,IL TIRRENO,LA TRIBUNA DI TREVISO,TUTTOSPORT,L'UNIONE SARDA,QUOTIDIANI AUDIPRESS
SONDRIO,Lombardia,158,0,0,0,1,0,0,6,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,1,0,0,0,0,0,25
BERGAMO,Lombardia,961,0,0,0,5,0,0,54,5,0,231,5,0,0,0,60,0,0,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,0,0,12,2,0,0,3,0,327
BRESCIA,Lombardia,1096,0,0,0,7,0,0,35,6,0,4,14,4,0,0,68,0,0,6,191,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,16,20,0,0,7,0,306
PAVIA,Lombardia,476,0,0,0,3,0,0,35,2,0,1,0,0,0,0,26,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,90,5,0,0,15,0,0,8,11,0,0,6,0,146
CREMONA,Lombardia,311,0,0,0,3,0,0,19,1,0,0,1,0,0,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,10,0,0,0,3,0,59
MANTOVA,Lombardia,357,0,0,0,2,0,0,12,1,0,0,3,101,0,0,17,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,7,4,0,0,3,0,137
LECCO,Lombardia,293,0,0,0,1,0,0,15,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,4,1,0,0,2,0,31
LODI,Lombardia,199,0,0,0,0,0,0,17,0,0,0,3,0,0,0,11,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,4,0,0,0,0,0,41
MONZA E DELLA BRIANZA,Lombardia,760,0,0,0,12,0,0,82,9,0,2,9,0,0,0,42,0,0,10,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,22,0,0,14,9,0,0,3,0,188
TRENTO,Trentino,472,138,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
BOLZANO,Trentino,458,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
VENEZIA,Veneto,750,0,0,0,0,0,0,27,0,0,0,0,0,0,0,30,0,107,0,0,0,2,0,0,0,7,0,0,0,0,0,78,0,0,0,0,0,0,24,0,0,9,0,0,4,0,0,221
VERONA,Veneto,812,0,0,175,0,0,0,22,0,0,0,0,0,0,0,29,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,14,0,0,0,0,0,221
VICENZA,Veneto,751,0,0,2,0,0,0,19,0,0,0,0,0,0,0,24,0,4,0,0,0,141,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,0,0,4,0,0,192
BELLUNO,Veneto,179,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,66
ROVIGO,Veneto,208,0,0,1,0,0,0,6,0,0,0,0,0,0,0,14,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,72
TREVISO,Veneto,771,0,0,0,0,0,0,22,0,0,0,0,0,0,0,31,0,99,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,11,0,0,96,0,0,217
PADOVA,Veneto,823,0,0,1,0,0,0,23,0,0,0,0,0,0,0,42,0,49,0,0,0,6,0,0,0,141,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,11,0,0,1,0,0,233
TRIESTE,Friuli,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,77
GORIZIA,Friuli,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,39
PORDENONE,Friuli,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
UDINE,Friuli,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,141
BOLOGNA,Emilia-Romagna,898,0,0,0,0,0,0,36,0,0,0,19,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,122,59,0,0,26,0,0,0,0,0,228
PIACENZA,Emilia-Romagna,251,0,0,0,0,0,0,15,0,0,0,2,0,1,0,11,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,97
REGGIO EMILIA,Emilia-Romagna,459,0,0,0,0,0,0,21,0,0,0,8,0,4,71,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,44,19,0,0,11,0,0,0,0,0,149
MODENA,Emilia-Romagna,616,0,0,0,0,0,0,32,0,0,0,6,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,57,12,0,0,13,0,0,0,0,0,182
PARMA,Emilia-Romagna,395,0,0,0,0,0,0,19,0,0,0,3,0,116,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,150
FERRARA,Emilia-Romagna,308,0,0,0,0,0,0,7,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,38,9,0,0,1,0,0,0,0,0,93
RAVENNA,Emilia-Romagna,343,0,0,0,0,0,0,4,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,3,0,0,0,0,0,65
FORLI',Emilia-Romagna,346,0,0,0,0,0,0,16,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,47,8,0,0,6,0,0,0,0,0,80
RIMINI,Emilia-Romagna,298,0,0,0,0,0,0,7,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,0,3,0,0,0,0,0,61
FIRENZE,Toscana,886,0,0,0,0,0,0,24,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,46,0,0,0,0,10,0,0,0,182
MASSA CARRARA,Toscana,171,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,0,0,0,0,22,0,0,0,49
LUCCA,Toscana,343,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,7,0,0,0,0,63,0,0,0,107
LIVORNO,Toscana,294,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,54,0,0,0,74
PISA,Toscana,369,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,15,0,0,0,0,42,0,0,0,74
GROSSETO,Toscana,196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,14,0,0,0,31
PISTOIA,Toscana,257,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,5,0,0,0,0,24,0,0,0,67
AREZZO,Toscana,299,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,0,53
SIENA,Toscana,234,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,0,0,0,0,1,0,0,0,56
PRATO,Toscana,233,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,7,0,0,0,0,10,0,0,0,61
ANCONA,Marche,411,0,0,0,0,0,51,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,89
PESARO URBINO,Marche,312,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,95
MACERATA,Marche,272,0,0,0,0,0,21,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,51
ASCOLI PICENO,Marche,182,0,0,0,0,0,25,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,52
FERMO,Marche,151,0,0,0,0,0,19,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,42
PERUGIA,Umbria,571,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
TERNI,Umbria,197,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
ROMA,Lazio,3713,0,0,0,0,0,0,198,174,1,0,77,0,0,0,61,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,249,0,0,61,0,0,0,60,0,901
VITERBO,Lazio,275,0,0,0,0,0,0,12,22,52,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,5,0,85
RIETI,Lazio,136,0,0,0,0,0,0,1,7,10,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,28
LATINA,Lazio,496,0,0,0,0,0,0,8,21,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,5,0,90
FROSINONE,Lazio,418,0,0,0,0,0,0,4,11,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,5,0,62
L'AQUILA,Abruzzo,259,0,0,0,0,32,0,0,15,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
TERAMO,Abruzzo,267,0,0,0,0,36,0,0,13,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
PESCARA,Abruzzo,277,0,0,0,0,62,0,0,11,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
CHIETI,Abruzzo,333,0,0,0,0,48,0,0,11,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
CAMPOBASSO,Molise,191,0,0,0,0,1,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ISERNIA,Molise,73,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
NAPOLI,Campania,2570,0,0,0,0,0,0,38,78,0,0,37,0,0,0,40,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,421
CASERTA,Campania,779,0,0,0,0,0,0,14,23,0,0,9,0,0,0,22,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,97
BENEVENTO,Campania,237,0,0,0,0,0,0,4,12,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,53
AVELLINO,Campania,358,0,0,0,0,0,0,6,17,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,72
SALERNO,Campania,935,0,0,0,0,0,0,18,18,0,0,9,0,0,0,26,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,110
BARI,Puglia,1083,0,0,0,0,0,0,19,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,24,0,0,0,0,0,0,0,0,147
FOGGIA,Puglia,529,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,70
TARANTO,Puglia,496,0,0,0,0,0,0,6,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,15,0,0,0,0,0,0,0,0,91
BRINDISI,Puglia,339,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,53
LECCE,Puglia,690,0,0,0,0,0,0,10,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,8,0,0,0,0,0,0,0,0,134
BARLETTA-ANDRIA-TRANI,Puglia,333,0,0,0,0,0,0,15,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,56
POTENZA,Basilicata,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
MATERA,Basilicata,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
REGGIO CALABRIA,Sicilia,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
COSENZA,Sicilia,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
CATANZARO,Sicilia,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
CROTONE,Sicilia,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
VIBO VALENTIA,Sicilia,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
PALERMO,Sicilia,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,13,0,0,0,0,0,0,156
TRAPANI,Sicilia,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,48
AGRIGENTO,Sicilia,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,43
CALTANISSETTA,Sicilia,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,0,0,0,0,0,0,50
ENNA,Sicilia,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,26
RAGUSA,Sicilia,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,40
SIRACUSA,Sicilia,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,0,0,0,0,0,0,58
MESSINA,Sicilia,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,43,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,78
CATANIA,Sicilia,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,75,0,0,0,0,0,0,111
CAGLIARI,Sardegna,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,73
SASSARI,Sardegna,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,131
NUORO,Sardegna,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50
ORISTANO,Sardegna,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32
OLBIA-TEMPIO,Sardegna,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,58
OGLIASTRA,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIO CAMPIDANO,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBONIA-IGLESIAS,Sardegna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
